,title,author,day,month,year,no_words_distinct,no_words,repeat_tend,max_w_len,sing_mean,sing_var,multi_mean,multi_var
0,"Bagh O Bahar, Or Tales of the Four Darweshes",Mir Amman of Dihli,17,5,2004,7858,96434,0.00012725884448969204,20,7.07419190633749,5.743126653761645,4.2730261111226335,5.274527345620816
